ID, IAU Identifier, Catalog Coordinate  Ra, Catalog Coordinate  Dec, mag r-band  Petrosian, mag r-band  Auto, Redshift (Heliocentric), Redshift (Flow Corrected), Absolute Mag r-band  Auto, r-band Effective Radius, Surface Brightness (1R_e_AVG), Surface Brightness (1R_e), Surface Brightness (2R_e), Ellipticity  r-band, Position Angle  r-band, Stellar Mass, Colour Auto g-i, Galactic extinction  g-band, Priority Class, Bad Class
551505,J092217.33-003248.9,140.57222,-0.54693,14.474,14.394,0.05627,0.05742,-22.73,7.51,20.32,21.5,23.11,0.3483,108.73,11.34,1.36,0.12,8,0
551507,J092222.65-002919.7,140.5944,-0.4888,15.493,15.412,0.0879,0.08908,-22.72,7.47,21.43,22.32,24.03,0.3251,8.16,11.11,1.11,0.123,8,0
551655,J092344.71-003412.8,140.93632,-0.57025,16.071,16.099,0.05367,0.05482,-20.91,3.66,20.24,21.15,22.85,0.4888,158.64999,10.49,1.19,0.127,8,0
551672,J092354.93-002657.1,140.97889,-0.4492,18.375,18.007,0.02456,0.02558,-17.22,4.82,23.2,24.04,25.77,0.268,69.21,8.48,0.46,0.108,8,0
558861,J113701.67-003043.0,174.25697,-0.51196,17.593,17.628,0.01936,0.02117,-17.18,5.6,21.93,22.37,24.52,0.8185,6.73,8.64,0.69,0.076,8,0
558887,J113729.77-002824.2,174.37404,-0.4734,17.618,17.585,0.02861,0.02986,-18,3.6,21.86,22.39,24.4,0.4045,118.53,8.83,0.53,0.072,8,0
560883,J120844.22-003227.0,182.18426,-0.54084,14.775,14.711,0.06266,0.06392,-22.65,7.02,20.83,21.93,23.56,0.1439,55.04,11.21,1.24,0.079,8,0
560946,J120919.62-003138.9,182.33179,-0.52747,17.612,17.571,0.03513,0.03636,-18.47,4.43,22.4,22.97,24.92,0.3465,0.59,9.19,0.73,0.076,8,0
560982,J120952.72-003250.9,182.4697,-0.54748,16.413,16.367,0.05053,0.05177,-20.5,1.45,18.85,20.17,21.76,0.2527,60.09,10.31,1.18,0.078,8,0
561020,J121017.87-003104.4,182.57449,-0.51789,14.487,14.222,0.0349,0.03612,-21.84,13.37,20.72,22.12,23.7,0.5975,80.06,10.88,1.17,0.094,8,0
561143,J121203.24-003624.6,183.01351,-0.60685,15.914,15.837,0.03505,0.03627,-20.18,5.59,21.65,22.63,24.3,0.4738,120.26,9.54,0.33,0.079,8,0
561856,J122019.61-003127.2,185.08174,-0.52424,15.961,15.951,0.03963,0.04085,-20.35,3.9,20.55,21.71,23.33,0.2617,94.28,10.02,0.84,0.089,8,0
567545,J140824.86-003520.9,212.10362,-0.58914,15.036,15.025,0.05273,0.05365,-21.93,9,21.23,22.4,24.01,0.3671,5.9,10.84,1.11,0.16,8,0
567624,J141014.28-003442.7,212.5595,-0.57853,16.242,16.257,0.02578,0.02669,-19.09,6.17,20.7,21.28,23.21,0.7841,156.61,9.35,0.62,0.171,8,0
567676,J141103.98-003242.4,212.7666,-0.54511,18.162,18.104,0.0259,0.0268,-17.24,4.26,23.18,23.78,25.7,0.1654,4.69,8.57,0.56,0.191,8,0
567678,J141120.29-002950.8,212.83457,-0.49745,17.139,17.149,0.02517,0.02609,-18.16,2.69,20.5,21.45,23.13,0.5582,150.44,9.44,1.18,0.198,8,0
567736,J141212.65-003645.7,213.05273,-0.6127,17.006,16.796,0.02505,0.02597,-18.45,3.29,20.86,21.35,23.41,0.4719,78.13,8.69,0.13,0.185,8,0
570206,J145102.99-003137.5,222.76246,-0.52709,15.52,15.524,0.04307,0.04381,-20.96,5.83,20.6,22.07,23.64,0.4524,97.25,10.5,1.16,0.183,8,0
570207,J145103.90-002743.9,222.76628,-0.46221,15.226,15.095,0.04325,0.04399,-21.42,5.64,20.2,21.56,23.14,0.4777,56.4,10.75,1.24,0.193,8,0
570227,J145112.40-002724.7,222.80167,-0.45688,15.423,15.383,0.04339,0.04413,-21.14,5.79,20.31,21.46,23.08,0.5744,97.45,10.64,1.24,0.199,8,0
575339,J091756.37-000604.9,139.4849,-0.10137,16.391,16.41,0.05759,0.05873,-20.74,1.66,19.41,20.87,22.43,0.014,162.61,10.41,1.18,0.11,8,0
575532,J092125.08-000343.6,140.35453,-0.06212,16.027,16.036,0.08776,0.08894,-22.11,4.43,20.5,21.82,23.4,0.4508,103.4,11.03,1.34,0.098,8,0
575579,J092217.45-001133.3,140.57273,-0.19259,18.439,17.939,0.05298,0.05412,-19.09,1.79,20.6,21.23,23.11,0.6757,163.22,10.13,1.55,0.105,8,0
575625,J092255.54-000343.1,140.73143,-0.06199,16.624,16.608,0.05468,0.05583,-20.44,4.35,20.84,21.73,23.43,0.5939,175.82001,10.24,1.1,0.097,8,0
575670,J092344.37-001114.0,140.93491,-0.18724,16.659,16.648,0.05601,0.05716,-20.46,5.62,20.99,21.72,23.51,0.7531,83.7,10.43,1.33,0.103,8,0
583443,J113931.60-000935.6,174.88168,-0.1599,17.599,17.606,0.02845,0.0297,-17.96,3.16,21.98,22.65,24.5,0.1535,36.12,8.93,0.66,0.085,8,0
583637,J114317.98-001053.7,175.82494,-0.18161,16.605,16.589,0.05643,0.05771,-20.49,3.28,21.15,21.94,23.7,0.054,51.07,10.01,0.78,0.089,8,0
583716,J114456.06-000314.3,176.23359,-0.05397,18.709,18.676,0.01839,0.02034,-16.11,3.47,22.84,23.91,25.55,0.3809,78.11,8.23,0.69,0.081,8,0
583744,J114537.70-000419.6,176.40712,-0.07213,18.508,18.501,0.01966,0.02144,-16.36,1.11,20.06,21.1,22.75,0.4841,74.64,8.26,0.62,0.079,8,0
585314,J120855.59-000533.0,182.23166,-0.0925,17.44,17.44,0.04055,0.04178,-18.9,3.11,20.6,21.37,23.14,0.7105,137.17,9.18,0.53,0.08,8,0
585359,J120953.08-000057.6,182.4712,-0.01602,15.294,15.287,0.03526,0.03648,-20.77,6.48,20.84,21.65,23.4,0.5596,87.9,10.32,1,0.089,8,0
585386,J121035.58-001017.3,182.64825,-0.1715,15.008,14.907,0.05042,0.05166,-21.94,5.87,20.52,21.67,23.29,0.2606,1.09,10.68,0.89,0.098,8,0
585659,J121530.64-000257.8,183.8777,-0.04941,16.787,16.708,0.02484,0.02613,-18.58,5.87,21.87,22.66,24.41,0.5375,97,9.23,0.71,0.078,8,0
585694,J121622.72-000806.6,184.0947,-0.13519,18.323,18.287,0.02476,0.02606,-16.99,1.65,20.98,21.66,23.5,0.4006,117.39,8.56,0.68,0.083,8,0
585755,J121645.41-000612.5,184.18923,-0.10349,16.634,16.633,0.04027,0.04149,-19.7,5.09,21.09,22.09,23.75,0.6259,3.7,9.7,0.77,0.091,8,0
586326,J121803.30-000037.7,184.51375,-0.01047,17.154,17.163,0.03391,0.03512,-18.78,9.43,22.62,23.63,25.29,0.7437,71.44,9.18,0.56,0.102,8,0
586330,J121810.91-000949.3,184.54549,-0.1637,16.207,16.154,0.03839,0.03961,-20.1,1.94,18.74,19.97,21.57,0.5546,41.68,10.18,1.18,0.09,8,0
592835,J141702.23-000949.0,214.25931,-0.16362,15.679,15.683,0.05152,0.05241,-21.2,4.26,20.1,20.86,22.64,0.548,21.64,10.36,0.87,0.143,8,0
592858,J141707.71-000054.8,214.28213,-0.01524,15.981,15.901,0.05279,0.05368,-21.08,4.15,19.51,20.79,22.38,0.743,62.93,10.69,1.36,0.136,8,0
592863,J141721.25-001008.7,214.33856,-0.1691,17.093,17.087,0.04362,0.0445,-19.41,6.33,22.9,23.73,25.47,0.1394,121.5,9.46,0.63,0.15,8,0
593645,J142934.59-000105.6,217.39416,-0.01823,14.104,16.232,0.00516,0.00635,-15.92,11.65,21.7,22.43,24.23,0.3935,17.03,8,0.5,0.166,8,0
593680,J142946.05-000908.5,217.4419,-0.15239,15.154,15.141,0.03,0.03082,-20.55,11.53,20.55,21.25,23.07,0.841,24.82,10.41,1.2,0.164,8,0
594049,J143544.53-000048.1,218.93554,-0.01337,13.912,13.39,0.02947,0.03026,-22.26,28.64,21.81,23.52,25.06,0.3352,111.21,11.07,1.18,0.155,8,0
594053,J143559.48-000722.9,218.99785,-0.12304,16.045,15.913,0.05599,0.0568,-21.17,2.24,19.42,20.97,22.52,0.1719,146.25,10.54,1.14,0.156,8,0
594059,J143538.23-000549.2,218.90933,-0.09702,16.474,16.435,0.02946,0.03025,-19.17,7.7,22.48,23.32,25.05,0.3119,48.35,9.48,0.74,0.159,8,0
594906,J144926.89-000951.1,222.36208,-0.1642,16.394,16.371,0.04096,0.0417,-19.98,1.86,19.47,20.1,21.98,0.3057,127.82,9.77,0.71,0.167,8,0
594946,J145031.00-000744.5,222.62918,-0.12903,17.183,17.185,0.0439,0.04464,-19.34,2.53,20.91,21.84,23.53,0.2762,53.93,9.88,1.19,0.169,8,0
594970,J145109.68-000728.2,222.79037,-0.12452,18.602,18.583,0.04407,0.04481,-17.93,1.97,21.35,21.99,23.86,0.5434,103.84,9.08,0.88,0.178,8,0
594986,J145115.83-000947.7,222.81599,-0.16327,16.637,16.519,0.04276,0.04349,-20.01,5.09,20.79,21.57,23.34,0.7415,94.25,10.23,1.25,0.184,8,0
594990,J145112.35-000339.0,222.80149,-0.06085,15.922,15.92,0.04355,0.04428,-20.59,3.91,20.64,21.8,23.41,0.2571,152.12,10.34,1.14,0.178,8,0
595027,J145231.95-000958.8,223.13313,-0.16634,16.498,16.479,0.04247,0.0432,-19.97,7.16,21.24,21.62,23.91,0.794,25.82,9.88,0.86,0.197,8,0
595060,J145329.72-001230.3,223.37384,-0.20844,15.58,15.544,0.04442,0.04515,-20.99,4.23,20.59,21.71,23.34,0.0821,169.64999,10.29,0.87,0.207,8,0
599582,J084845.62+001729.4,132.19011,0.29152,15.125,14.997,0.05302,0.05406,-21.97,9.6,21.71,22.7,24.36,0.3224,48.49,10.79,1.01,0.15,8,0
599689,J085001.60+001332.7,132.5067,0.22577,15.585,15.552,0.05134,0.05238,-21.34,9.23,22.04,23.36,24.95,0.1171,11.41,10.58,1.08,0.152,8,0
599761,J085031.69+001908.6,132.63207,0.31907,15.011,14.979,0.05333,0.05438,-22.01,6.68,20.97,22,23.65,0.1314,79.46,10.88,1.12,0.15,8,0
599838,J085109.79+001512.9,132.79081,0.25359,14.135,13.937,0.04091,0.04195,-22.45,5.63,19.65,21.13,22.7,0.1478,104.59,11.15,1.2,0.137,8,0
599839,J085111.21+001551.6,132.79671,0.26435,17.389,16.99,0.04229,0.04333,-19.47,4.68,21.22,21.71,23.76,0.784,156.02,9.93,1.15,0.139,8,0
599873,J085120.43+002221.5,132.83514,0.37266,18.499,18.041,0.0363,0.03733,-18.07,2.01,20.5,20.96,23.07,0.6834,50.28,9,0.69,0.141,8,0
599877,J085136.53+001623.3,132.90223,0.27314,16.463,16.429,0.05248,0.05353,-20.53,3.35,20.66,21.92,23.52,0.3334,6.01,10.3,1.14,0.127,8,0
600014,J085353.63+001815.2,133.47348,0.30423,16.818,16.644,0.02833,0.02934,-18.92,6.03,21.78,22.64,24.36,0.6488,6.6,9.17,0.48,0.174,8,0
600026,J085356.44+001256.0,133.4852,0.21557,15.843,15.639,0.05084,0.0519,-21.21,4.46,20.87,21.31,23.48,0.276,170.06,10.28,0.76,0.166,8,0
600030,J085358.68+002100.1,133.49452,0.35004,15.13,15.099,0.02816,0.02917,-20.47,8.27,20.65,21.55,23.25,0.6497,81.28,10.25,1.06,0.182,8,0
601210,J091533.73+001902.3,138.89056,0.31731,15.567,15.56,0.06937,0.07051,-22.05,4.67,20.47,21.82,23.4,0.2614,25.11,11.01,1.31,0.104,8,0
601255,J091609.14+001747.5,139.03809,0.29653,15.128,15.126,0.05662,0.05775,-22.01,7.64,20.75,21.95,23.56,0.4625,86.06,10.91,1.17,0.092,8,0
601283,J091656.34+001709.4,139.23479,0.28597,16.945,16.882,0.05631,0.05744,-20.22,5.42,22.1,23.61,25.17,0.2447,41.69,10.17,1.14,0.124,8,0
601323,J091721.95+001918.8,139.34146,0.32191,15.171,15.178,0.05403,0.05516,-21.83,6.97,21.42,22.6,24.22,0.308,143.73,10.73,1.01,0.15,8,0
601395,J091816.44+002306.1,139.56851,0.38503,17.015,16.966,0.01708,0.01801,-17.47,23.24,24.56,26.46,27.99,0.2582,144.83,8.91,0.86,0.147,8,0
609396,J114212.22+002004.0,175.55092,0.33447,13.757,13.66,0.01824,0.02019,-21,2.95,18.33,19.27,20.95,0.2219,174.17999,9.91,0.38,0.094,8,0
609433,J114244.91+001656.1,175.68713,0.28226,16.838,16.842,0.01834,0.02028,-17.88,5,21.4,22.11,23.92,0.6044,178.59,8.84,0.58,0.099,8,0
610893,J120925.36+001829.4,182.35567,0.30819,17.177,17.14,0.0201,0.02184,-17.76,8.09,22.65,23.5,25.23,0.5997,0.9,8.91,0.73,0.095,8,0
610997,J121128.57+002243.1,182.86904,0.37865,16.076,16.062,0.02036,0.02206,-18.85,5.48,21.54,22.23,24.06,0.2191,58.28,9.32,0.7,0.103,8,0
617945,J141453.62+002426.3,213.72345,0.4073,18.261,18.265,0.0281,0.02897,-17.24,1.48,20.97,21.68,23.49,0.219,72.36,8.47,0.45,0.146,8,0
617989,J141528.32+001338.4,213.86801,0.22734,16.11,16.104,0.05394,0.05484,-20.89,2.27,18.85,20.13,21.72,0.6231,142.73,10.45,1.16,0.153,8,0
618071,J141604.44+001258.5,214.01854,0.21626,17.202,17.06,0.02585,0.02673,-18.28,9.07,23.4,24.29,26,0.3653,68.16,8.94,0.5,0.145,8,0
618100,J141730.65+002101.9,214.37772,0.35053,14.739,14.657,0.05353,0.05442,-22.33,9.24,20.94,22.45,24.01,0.2979,68.01,11.07,1.21,0.139,8,0
618108,J141720.28+002412.3,214.33452,0.40343,16.202,16.172,0.04806,0.04894,-20.59,3.17,19.49,20.43,22.12,0.6894,54.72,10.43,1.27,0.135,8,0
618116,J141737.33+001944.7,214.40555,0.3291,15.583,15.554,0.05112,0.052,-21.29,5.76,21.11,21.94,23.67,0.2688,5.71,10.25,0.68,0.142,8,0
618142,J141750.34+001940.5,214.45978,0.32793,16.559,16.517,0.05019,0.05107,-20.32,3.04,20.39,21.83,23.4,0.3537,122.65,10.2,1.12,0.145,8,0
618143,J141751.26+001910.2,214.4636,0.31951,15.944,15.895,0.05264,0.05352,-21.06,3.06,18.84,20.19,21.77,0.7439,19.94,10.62,1.27,0.145,8,0
618144,J141751.63+001400.1,214.46515,0.23336,16.663,16.651,0.0533,0.05419,-20.33,2.6,19.54,20.8,22.39,0.6616,19.58,10.23,1.17,0.14,8,0
618151,J141804.08+001625.7,214.51701,0.27383,16.009,15.908,0.05033,0.05121,-20.93,2.26,19.6,21.03,22.6,0.0662,79.86,10.52,1.21,0.146,8,0
618152,J141805.48+001338.6,214.52287,0.22739,16.793,16.772,0.05344,0.05432,-20.2,3.56,21.25,21.91,23.76,0.2923,85.41,10.01,0.93,0.145,8,0
618220,J141857.36+002156.1,214.73903,0.36561,15.631,15.608,0.05331,0.05419,-21.36,4.9,20.93,21.92,23.59,0.1714,78.88,10.59,1.08,0.145,8,0
618906,J142926.26+002351.2,217.35942,0.39756,16.177,16.189,0.0565,0.05734,-20.93,4.67,19.85,20.92,22.56,0.792,29.15,10.57,1.27,0.143,8,0
618912,J142936.61+002005.7,217.40256,0.33494,16.612,16.621,0.05578,0.05662,-20.43,2.49,20.29,21.45,23.06,0.2709,72.94,10.34,1.25,0.147,8,0
618931,J142941.83+002208.4,217.42431,0.36902,17.365,16.945,0.05376,0.0546,-20.06,1.35,19.94,21.08,22.7,0.1829,141.64,10.18,1.22,0.144,8,0
618935,J143012.48+002000.8,217.55202,0.33357,15.994,16.003,0.03446,0.03528,-19.96,4.56,20.36,21.34,23.01,0.5996,39.43,9.77,0.72,0.142,8,0
618938,J142945.18+001510.9,217.43825,0.25305,16.125,15.992,0.05636,0.0572,-21.11,2.48,19.29,20.63,22.22,0.4876,159.46001,10.64,1.28,0.148,8,0
618942,J142948.24+001658.4,217.45103,0.28289,16.05,16.043,0.05578,0.05662,-21.04,3.58,20.58,21.86,23.45,0.1392,1.13,10.56,1.22,0.146,8,0
618952,J143012.50+001402.8,217.5521,0.23411,15.498,15.512,0.05452,0.05535,-21.53,4.93,20.05,21.23,22.84,0.5591,47.48,10.76,1.23,0.141,8,0
618992,J143043.04+001510.3,217.67934,0.25288,16.611,15.159,0.05486,0.05569,-21.91,4.23,19.6,20.68,22.32,0.5722,67.35,10.81,1.07,0.137,8,0
618993,J143046.02+001451.6,217.69176,0.24768,15.065,14.836,0.05442,0.05525,-22.2,8.8,20.87,22.15,23.74,0.5728,95.61,10.91,1.05,0.138,8,0
619046,J143122.76+001743.3,217.84485,0.29538,17.688,17.616,0.03534,0.03615,-18.44,6.59,20.94,21.89,23.57,0.9245,116.18,9.12,0.66,0.142,8,0
619095,J143208.40+002440.1,218.03502,0.41114,15.676,15.674,0.05267,0.05349,-21.25,3.19,19.89,20.64,22.42,0.3224,4.13,10.47,0.98,0.14,8,0
619097,J143211.22+002401.7,218.04677,0.40049,16.136,16.153,0.03464,0.03545,-19.86,3.6,20.15,21.06,22.76,0.5407,80.36,9.97,1.01,0.141,8,0
619098,J143212.28+001323.6,218.05118,0.22325,16.791,16.777,0.03556,0.03637,-19.27,8.02,22.31,23.01,24.83,0.594,177.62,9.35,0.54,0.138,8,0
619105,J143230.43+001628.9,218.12683,0.2747,15.653,15.466,0.02596,0.02675,-19.9,12.47,21.99,23.14,24.76,0.5526,135.17999,9.68,0.62,0.144,8,0
619258,J143558.12+002403.7,218.99219,0.40104,17.239,17.225,0.05711,0.05792,-19.9,1.61,20.1,21.61,23.17,0.0775,175.95,10.07,1.18,0.148,8,0
620034,J145146.27+001723.3,222.94283,0.28983,15.835,15.733,0.04269,0.04342,-20.72,8.58,21.13,21.7,23.66,0.7236,176.92,10.22,0.91,0.173,8,0
620087,J145239.87+002340.1,223.16616,0.39447,17.506,17.127,0.04318,0.04391,-19.34,5.57,21.68,22.14,24.25,0.7264,112.03,9.37,0.53,0.171,8,0
620098,J145250.14+001640.6,223.20893,0.27796,17.08,16.918,0.02793,0.02863,-18.56,8.61,22.51,24.01,25.57,0.5988,95.68,9.03,0.49,0.181,8,0
622394,J085216.74+004051.9,133.06978,0.6811,17.449,17.4,0.04109,0.04213,-18.95,3.51,21.83,22.69,24.41,0.2822,87.11,9.22,0.56,0.123,8,0
622429,J085337.44+004409.6,133.40601,0.73602,15.562,15.574,0.04092,0.04196,-20.81,4.36,20.13,21.21,22.85,0.4809,45.55,10.51,1.22,0.174,8,0
622434,J085339.27+004529.4,133.41365,0.75817,14.934,14.946,0.04116,0.0422,-21.46,6.83,20.52,21.81,23.4,0.3761,106.39,10.66,1.11,0.174,8,0
622534,J085502.83+004539.7,133.76179,0.76103,17.833,17.842,0.04135,0.0424,-18.53,4.12,21.89,22.63,24.42,0.642,30,9.09,0.6,0.174,8,0
622588,J085537.30+004431.0,133.90546,0.74196,18.599,18.407,0.02867,0.0297,-17.14,3.55,22.41,23.09,24.93,0.5613,156.12,8.31,0.29,0.18,8,0
623432,J091613.76+004202.3,139.05733,0.70065,14.823,14.777,0.03808,0.03919,-21.44,8.57,21.25,22.54,24.14,0.182,126.23,10.51,0.9,0.117,8,0
623620,J091850.92+003823.8,139.71219,0.63996,16.1,16.051,0.05668,0.05781,-21.05,8.19,21.24,21.72,23.8,0.7444,94.59,10.25,0.81,0.129,8,0
623641,J091906.31+004039.4,139.7763,0.67764,16.446,16.207,0.0178,0.01872,-18.38,12.55,23.05,23.92,25.63,0.4201,147.39999,9.31,0.88,0.12,8,0
623679,J091955.94+003828.6,139.9831,0.64129,16.604,16.501,0.05641,0.05755,-20.6,6.08,21.01,21.67,23.53,0.7647,13.92,10.23,1,0.12,8,0
623712,J092033.28+004315.8,140.13867,0.72106,16.496,16.407,0.01727,0.01821,-18.08,7.37,22.75,23.46,25.27,0.0847,32.61,9.16,0.87,0.128,8,0
623722,J092037.21+004921.8,140.15506,0.82273,17.136,17.127,0.01782,0.01875,-17.42,6.61,21.66,22.24,24.18,0.7866,160.49001,8.86,0.84,0.131,8,0
623726,J092021.97+004924.2,140.09157,0.8234,18.095,17.175,0.01786,0.01879,-17.38,6.63,22.8,23.41,25.32,0.6779,71.19,8.64,0.58,0.122,8,0
760733,J121554.27+000508.4,183.97615,0.08568,19.867,18.41,0.04049,0.04171,-99,1.71,21.08,21.08,-99.99,0.5538,82.41,9.15,0.97,0.08,8,0
3634556,J091747.22-005909.2,139.44678,-0.98589,15.616,15.559,0.06976,0.07091,-99.9,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,11,1.29,0.123,8,0
