ID, IAU Identifier, Catalog Coordinate  Ra, Catalog Coordinate  Dec, mag r-band  Petrosian, mag r-band  Auto, Redshift (Heliocentric), Redshift (Flow Corrected), Absolute Mag r-band  Auto, r-band Effective Radius, Surface Brightness (1R_e_AVG), Surface Brightness (1R_e), Surface Brightness (2R_e), Ellipticity  r-band, Position Angle  r-band, Stellar Mass, Colour Auto g-i, Galactic extinction  g-band, Priority Class, Bad Class
278741,J085344.15+004812.9,133.43398,0.80361,17.421,17.378,0.03972,0.04076,-18.91,6.18,21.62,22.17,24.15,0.8143,2.95,9.25,0.6,0.175,8,0
278760,J085441.49+005356.8,133.6729,0.89913,16.138,16.06,0.04098,0.04203,-20.34,4.82,20.88,21.48,23.4,0.511,13.15,10.02,0.81,0.211,8,0
278773,J085432.40+005112.6,133.63501,0.8535,18.031,18.055,0.04143,0.04248,-18.36,1.61,20.09,20.75,22.6,0.6575,178.98,9.5,1.18,0.196,8,0
278787,J085426.89+005023.0,133.61206,0.83974,17.922,17.912,0.04114,0.04219,-18.42,3.39,22.06,22.74,24.58,0.4535,95.5,9.22,0.81,0.191,8,0
278802,J085523.82+005115.7,133.84927,0.85438,14.746,14.697,0.04124,0.04229,-21.72,7.92,19.79,21.03,22.63,0.7304,27.43,10.85,1.21,0.196,8,0
278804,J085526.25+005129.4,133.85939,0.85818,16.996,16.958,0.04199,0.04304,-19.48,2.65,20.64,21.6,23.28,0.381,14.93,9.82,1.02,0.197,8,0
278812,J085507.42+004841.7,133.78094,0.81159,16.552,16.573,0.04171,0.04276,-19.82,4.72,21.1,21.65,23.62,0.591,143.55,9.54,0.52,0.182,8,0
278846,J085546.70+004805.6,133.94461,0.80157,17.353,17.301,0.04138,0.04243,-19.07,3.86,21.31,22.17,23.89,0.6318,39.36,9.54,0.89,0.189,8,0
278855,J085547.86+005031.1,133.94945,0.84198,18.36,18.309,0.04175,0.0428,-18.11,2.47,22.07,22.88,24.62,0.2264,60.2,9.02,0.71,0.192,8,0
279818,J091745.30+010319.5,139.43876,1.05542,15.798,15.759,0.02727,0.02832,-19.7,7.24,22.25,23.16,24.86,0.2086,113.04,9.54,0.55,0.118,8,0
279878,J091916.35+010210.6,139.81815,1.0363,15.491,15.444,0.08734,0.08851,-22.7,4.39,20.57,21.96,23.54,0.0575,155.12,11.26,1.33,0.095,8,0
279886,J091910.39+010319.6,139.79332,1.05546,17.565,17.59,0.01827,0.01918,-17.03,3.54,21.92,22.83,24.53,0.2987,67.49,8.82,0.97,0.095,8,0
279891,J091849.99+010122.7,139.70831,1.023,18.603,18.561,0.02381,0.02478,-16.58,2.36,21.56,22.07,24.1,0.5841,35.66,8.2,0.43,0.094,8,0
279917,J091958.88+005739.0,139.99533,0.96084,15.536,15.538,0.01792,0.01884,-19.02,9.78,22.03,22.98,24.66,0.4383,55.47,9.32,0.6,0.103,8,0
279943,J092031.46+005613.2,140.1311,0.93702,17.669,17.662,0.01844,0.01936,-16.95,2.41,20.9,21.84,23.53,0.4856,61.27,8.48,0.59,0.119,8,0
288364,J115243.44+014426.7,178.181,1.74077,14.272,13.98,0.02038,0.02206,-20.93,4.6,19.69,20.83,22.45,0.6216,100.88,10.07,0.59,0.067,8,0
288424,J115357.70+015004.7,178.49043,1.83465,18.298,18.307,0.01954,0.02134,-16.54,3.07,21.83,22.47,24.34,0.5804,18.77,8.29,0.56,0.069,8,0
288461,J115504.90+014311.3,178.77044,1.71981,14.902,14.882,0.00421,0.00599,-17.15,7.31,20.66,21.28,23.17,0.4137,145.21001,8.35,0.33,0.081,8,0
288756,J120026.60+014007.6,180.11084,1.66879,17.451,17.505,0.02137,0.02294,-17.49,2.84,21.46,22.63,24.24,0.2012,168.88,8.99,0.96,0.083,8,0
288851,J120126.83+014425.5,180.36181,1.74043,15.466,15.448,0.078,0.07928,-22.46,8.63,20.88,21.8,23.49,0.686,73.8,11.19,1.33,0.088,8,0
288891,J120148.25+014620.4,180.45106,1.77236,18.991,19.01,0.01917,0.02103,-15.83,1.83,21.73,22.75,24.41,0.4291,59.01,8.31,0.91,0.087,8,0
288903,J120232.72+014455.6,180.63634,1.74879,16.85,16.807,0.01924,0.02109,-18.03,4.56,21.67,22.53,24.25,0.3254,88.18,9.21,0.95,0.082,8,0
288904,J120233.97+015139.7,180.64156,1.86104,15.427,15.427,0.02037,0.02206,-19.51,6.8,21.06,22,23.69,0.4011,70.9,9.79,0.95,0.082,8,0
288923,J120220.19+014752.8,180.58414,1.79802,18.106,18.132,0.02041,0.0221,-16.79,2.52,22.02,22.85,24.58,0.1352,41.76,8.79,1.05,0.083,8,0
288992,J120344.37+015009.5,180.9349,1.83598,14.397,14.317,0.01936,0.02119,-20.53,15.81,21.65,23.03,24.6,0.3588,177.17999,10.38,1.17,0.089,8,0
288999,J120351.93+015009.8,180.96638,1.83608,17.139,17.118,0.01901,0.02089,-17.68,4.16,21.81,22.8,24.46,0.277,133.96001,9.1,1,0.094,8,0
289085,J120359.10+014956.1,180.99628,1.83226,18.196,18.203,0.02129,0.02287,-16.74,4,23.04,23.94,25.64,0.0466,179.98,8.64,0.91,0.096,8,0
289089,J120405.98+015049.1,181.02495,1.84698,13.747,13.63,0.01641,0.01853,-20.93,4.19,18.81,19.93,21.56,0.1296,123.69,10.59,1.22,0.1,8,0
289095,J120427.63+014454.5,181.11515,1.74849,16.987,16.994,0.02218,0.02367,-18.08,4.16,21.31,22.21,23.91,0.5162,22.24,9.24,0.99,0.085,8,0
289096,J120438.05+014715.7,181.15856,1.78772,12.972,12.752,0.0235,0.02488,-22.48,14.22,20.01,21.29,22.88,0.3417,103.46,11.22,1.25,0.091,8,0
289097,J120434.02+014805.7,181.14179,1.8016,13.563,13.272,0.0187,0.02063,-21.51,11.87,20.03,21.39,22.97,0.4437,65,10.76,1.15,0.094,8,0
289107,J120409.74+014933.4,181.04059,1.82596,14.91,14.942,0.01724,0.01929,-19.66,9.18,21.29,22.36,24,0.3637,142.75999,9.68,0.74,0.097,8,0
289109,J120411.23+014611.3,181.04681,1.76981,17.846,17.867,0.0235,0.02488,-17.32,3.59,22.14,23.1,24.78,0.3997,166.89,8.97,1.02,0.088,8,0
289112,J120418.26+014159.7,181.07611,1.69993,16.651,16.644,0.02268,0.02412,-18.47,3.64,21.01,21.79,23.55,0.3337,30.89,9.46,1.06,0.077,8,0
289116,J120430.27+014102.4,181.12615,1.684,17.302,17.291,0.01892,0.02082,-17.49,5.28,21.55,22.27,24.07,0.7194,63.79,8.72,0.62,0.073,8,0
289118,J120434.81+015032.4,181.14505,1.84236,16.807,16.865,0.01997,0.02171,-18.03,3.25,20.89,21.74,23.46,0.3796,8.16,9.3,1.07,0.098,8,0
289170,J120454.20+014916.7,181.22585,1.82131,15.853,15.859,0.01926,0.02111,-18.98,4.45,20.29,21.42,23.05,0.5133,1.68,9.7,1.11,0.091,8,0
289176,J120458.23+014504.5,181.24266,1.75126,18.821,18.839,0.01906,0.02094,-15.94,1.25,21.34,21.82,23.91,0.0477,44.29,8.49,1.11,0.081,8,0
289185,J120444.64+014245.1,181.186,1.71254,18.483,18.531,0.02059,0.02225,-16.34,4.59,23.39,24.37,26.04,0.3647,137.28999,8.52,0.97,0.077,8,0
289194,J120509.09+015045.6,181.28791,1.84602,17.672,17.735,0.01983,0.02159,-17.16,5.08,22.91,23.98,25.62,0.2046,21.8,8.99,1.11,0.09,8,0
289198,J120520.15+014643.4,181.334,1.77873,16.003,16.008,0.01936,0.02119,-18.85,5.51,20.92,21.91,23.58,0.5441,124.54,9.63,1.09,0.084,8,0
289200,J120522.07+015004.5,181.34199,1.83461,18.306,18.274,0.0173,0.01935,-16.35,1.67,21.31,22.42,24.05,0.1012,48.31,8.31,0.68,0.085,8,0
289217,J120527.92+015140.9,181.36635,1.86137,17.426,17.462,0.01637,0.0185,-17.04,6.73,22.07,22.63,24.59,0.7687,88.65,8.57,0.67,0.083,8,0
289279,J120629.93+014940.7,181.62473,1.82799,18.601,18.493,0.02137,0.02294,-16.54,3.19,22.81,23.62,25.37,0.2925,118.42,8.32,0.6,0.098,8,0
289427,J120900.82+014113.5,182.25342,1.68708,19.196,18.425,0.01817,0.02015,-16.38,4.13,23.4,24.13,25.93,0.3919,82.68,9.16,1.6,0.098,8,0
289429,J120913.12+015011.6,182.30469,1.83657,16.773,16.785,0.01942,0.02124,-18.04,5.5,20.89,21.49,23.4,0.7816,107.96,9.04,0.75,0.092,8,0
296713,J141128.16+012620.2,212.86735,1.43896,19.311,19.284,0.02545,0.02636,-16.07,1.78,22.27,22.94,24.78,0.2809,97.08,8.32,0.81,0.162,8,0
296829,J141437.10+012756.2,213.6546,1.46563,16.662,16.619,0.05379,0.05469,-20.36,3.54,20.49,21.5,23.16,0.56,47.96,10.15,1.02,0.172,8,0
296847,J141409.31+013111.2,213.5388,1.5198,17.055,17.029,0.02593,0.02681,-18.32,7.54,22.55,23.27,25.07,0.5561,18.18,9.1,0.69,0.162,8,0
296934,J141610.61+013229.0,214.04425,1.54141,16.204,16.21,0.053,0.05389,-20.74,3.28,20.54,21.9,23.48,0.1974,165.63,10.21,0.89,0.138,8,0
297557,J142440.67+013034.0,216.16948,1.50945,18.552,18.438,0.02611,0.02694,-16.89,2.44,21.41,22.06,23.92,0.6562,113.92,8.41,0.57,0.115,8,0
297633,J142615.48+012929.3,216.56453,1.49149,15.619,15.612,0.05503,0.05588,-21.41,5.69,21.05,21.91,23.63,0.2523,94.6,10.43,0.85,0.124,8,0
297667,J142702.99+012145.7,216.76249,1.36272,16.361,16.345,0.05585,0.0567,-20.72,7.52,21.27,21.92,23.78,0.7474,111.33,10.22,0.93,0.111,8,0
297694,J142728.02+012015.8,216.86676,1.33773,18.575,17.31,0.02488,0.02572,-18.02,22.6,25.15,26.31,27.92,0.1365,12.96,9.11,0.8,0.106,8,0
297705,J142749.80+012811.7,216.95751,1.46994,17.867,17.803,0.02379,0.02466,-17.37,5.2,21.89,22.47,24.41,0.8052,160.77,8.77,0.75,0.106,8,0
300350,J083639.55+010809.9,129.1648,1.1361,17.345,17.303,0.01371,0.01419,-16.62,4.99,22.69,23.34,25.2,0.223,167.61,8.32,0.56,0.181,8,0
300372,J083710.58+010004.9,129.2941,1.00136,17.739,17.73,0.03935,0.04034,-18.54,1.43,20.45,21.38,23.07,0.1799,0.92,9.16,0.67,0.232,8,0
300411,J083756.61+010420.7,129.48589,1.07243,15.312,15.237,0.05109,0.05209,-21.65,3.2,19.7,21.01,22.6,0.1637,48.48,10.81,1.21,0.194,8,0
300477,J083849.62+010715.6,129.70677,1.12101,16.808,16.728,0.02913,0.03011,-18.89,5.52,22.22,22.88,24.73,0.2552,9.58,9.25,0.6,0.176,8,0
301098,J084818.68+011550.3,132.07783,1.26399,16.452,16.41,0.00581,0.00642,-15.76,9.93,22.38,22.95,24.9,0.7089,91.7,8.1,0.67,0.151,8,0
301191,J085045.27+011857.5,132.68864,1.31598,15.074,15.039,0.04212,0.04315,-21.42,5.37,19.93,21.45,23.01,0.4454,151.82001,10.7,1.17,0.139,8,0
301199,J085044.08+011757.7,132.68367,1.29938,16.14,16.111,0.04221,0.04324,-20.34,2.63,19.55,20.86,22.45,0.4571,141.03999,10.13,1.01,0.14,8,0
301201,J085052.89+011500.3,132.72041,1.25011,16.513,16.406,0.03477,0.0358,-19.63,8.58,21.08,22.08,23.74,0.853,67.45,10.06,1.23,0.146,8,0
301346,J085405.90+011130.6,133.52459,1.19186,15.696,15.686,0.04407,0.04512,-20.86,3.44,19.87,20.41,22.39,0.4617,158.84,10.16,0.76,0.192,8,0
301382,J085427.93+011149.0,133.61641,1.19695,16.205,16.151,0.05842,0.05948,-21.03,4,20.42,21.28,23,0.6242,31.63,10.28,0.84,0.193,8,0
301799,J090109.93+012243.1,135.2914,1.37866,17.218,17.243,0.05142,0.0525,-19.63,2.97,20.76,21.2,23.35,0.6073,59.42,9.88,1.04,0.21,3,0
302846,J091833.93+012037.5,139.64139,1.34376,15.78,15.719,0.02727,0.02833,-19.78,5.4,20.7,21.55,23.28,0.4871,99.64,9.85,0.88,0.084,8,0
302994,J092034.37+013303.9,140.14321,1.5511,16.847,16.864,0.01666,0.0176,-17.53,7.12,21.38,22.08,23.9,0.8132,139.46001,8.76,0.66,0.125,8,0
303099,J092318.69+013459.1,140.82788,1.5831,14.673,14.578,0.02605,0.02709,-20.81,5.02,19.95,21.32,22.89,0.1174,121.91,10.35,1.01,0.143,8,0
318936,J141145.85+015650.3,212.94107,1.94731,16.277,16.223,0.01777,0.01919,-18.36,6.84,22.04,22.72,24.56,0.365,115.14,8.9,0.42,0.169,8,0
319049,J141339.97+014658.7,213.41656,1.783,17.022,17.007,0.05363,0.05453,-19.97,4.52,20.74,21.46,23.27,0.7866,17.93,10.04,1.09,0.205,8,0
319059,J141350.26+015715.3,213.45943,1.95426,17.124,17.091,0.05448,0.05538,-19.92,1.45,19.23,20.48,22.08,0.4982,150.96001,10.02,1.11,0.198,8,0
319060,J141352.00+015341.9,213.4667,1.89498,15.781,15.769,0.05396,0.05486,-21.23,2.9,19.01,20.34,21.92,0.6351,56.61,10.55,1.11,0.206,8,0
319067,J141359.43+014954.5,213.49765,1.83181,15.025,14.916,0.05333,0.05423,-22.06,5.17,19.74,21.09,22.68,0.5119,111.06,10.93,1.16,0.21,8,0
319139,J141412.88+015012.8,213.55369,1.83691,17.726,17.716,0.02548,0.02637,-17.6,3.86,21.83,22.61,24.37,0.5653,172.53,8.63,0.47,0.207,8,0
319150,J141429.43+014845.4,213.62262,1.81263,17.912,17.732,0.02544,0.02633,-17.55,1.9,20.88,21.95,23.59,0.3778,159.24001,8.56,0.4,0.201,8,0
319157,J141443.29+015614.5,213.68041,1.93736,16.665,16.639,0.05273,0.05362,-20.31,3.04,19.3,20.38,22.02,0.815,67.81,10.2,1.13,0.178,8,0
319197,J141501.22+014632.9,213.75511,1.77583,16.414,16.409,0.05519,0.05608,-20.65,2.85,19.81,20.9,22.54,0.573,148.96001,10.38,1.2,0.176,8,0
319272,J141534.10+014853.1,213.89211,1.81476,17.511,17.496,0.02531,0.0262,-17.8,6.44,22.16,22.77,24.67,0.8339,55.91,8.76,0.52,0.166,8,0
319385,J141709.86+015421.3,214.29111,1.90594,16.805,16.807,0.05589,0.05678,-20.28,3.35,20.55,21.56,23.22,0.5577,18.02,10.13,1.06,0.148,8,0
319397,J141724.51+015743.6,214.35213,1.96213,15.883,15.873,0.05257,0.05345,-21.08,4.15,20.43,22.03,23.58,0.2976,142.45,10.52,1.15,0.149,8,0
320068,J142729.25+015106.2,216.87191,1.85175,16.929,16.906,0.02946,0.03028,-18.71,3.7,21.42,22.22,23.97,0.2761,23.68,9.17,0.59,0.113,8,0
320124,J142808.65+014925.6,217.03608,1.82378,17.532,17.501,0.0061,0.00748,-15.07,12.42,23.83,24.66,26.4,0.5678,140.28999,7.72,0.56,0.111,8,0
322910,J083734.87+013426.0,129.39531,1.57389,15.979,15.975,0.03094,0.03192,-19.78,5.32,21.45,22.22,23.99,0.1885,58.58,9.74,0.76,0.189,8,0
323504,J084748.19+013204.1,131.95082,1.53447,15.238,15.19,0.06297,0.06401,-22.18,8.4,21.68,22.62,24.3,0.0884,72.12,10.94,1.13,0.134,8,0
323505,J084754.53+013741.4,131.97722,1.62818,16.736,16.602,0.04308,0.04411,-19.89,9.23,21.69,22.73,24.38,0.8182,12.58,9.97,1,0.138,8,0
323507,J084808.41+013357.7,132.03504,1.56604,17.163,17.074,0.03988,0.0409,-19.25,3.33,21.67,22.59,24.28,0.1355,109.47,9.44,0.67,0.134,8,5
323575,J084901.38+013426.2,132.25577,1.57395,17.804,17.454,0.04331,0.04434,-19.05,6.43,21.3,21.77,23.86,0.9007,106.58,9.6,0.95,0.141,8,0
323577,J084906.79+013356.5,132.27829,1.5657,17.68,17.68,0.04174,0.04277,-18.75,4.65,22.86,23.77,25.47,0.0391,170.37,9.33,0.78,0.141,8,0
323854,J085337.26+014303.6,133.40525,1.71768,15.593,15.574,0.05832,0.05938,-21.62,4.19,19.91,21.31,22.88,0.4848,148.06,10.71,1.11,0.141,8,0
323855,J085340.72+013348.6,133.41969,1.56351,15.007,14.981,0.04101,0.04205,-21.4,7.05,21.03,21.67,23.54,0.2075,173.78999,10.47,0.88,0.138,8,0
323874,J085358.41+013950.6,133.49341,1.66407,17.94,16.731,0.05811,0.05917,-20.74,3.44,22.53,23.26,25.06,0.0842,57.19,10.56,1.2,0.126,8,0
323888,J085417.19+013603.1,133.57163,1.60088,18.887,18.901,0.02855,0.02957,-16.61,1.46,21.47,22.13,23.99,0.2618,154.21001,8.25,0.5,0.129,8,0
324323,J090200.10+014709.7,135.50044,1.78604,17.271,17.268,0.05311,0.05419,-19.68,2.25,20.51,21.18,23.03,0.4804,12.49,9.74,0.84,0.206,3,0
324351,J090251.95+014239.5,135.71647,1.71098,16.69,16.674,0.05733,0.05842,-20.49,2.54,19.21,20.35,21.97,0.7716,27.83,10.45,1.35,0.235,8,0
325376,J092029.80+015053.3,140.12417,1.84816,17.082,17.141,0.01682,0.01775,-17.28,3.34,21.48,22.44,24.12,0.3143,111.88,8.41,0.35,0.105,8,5
325378,J092006.43+015807.7,140.0268,1.96881,15.896,15.81,0.085,0.08616,-22.29,3.96,20.31,21.46,23.08,0.399,42.06,11.01,1.2,0.094,8,0
325390,J092015.56+014716.5,140.06484,1.78792,18.745,18.583,0.01694,0.01787,-15.85,3.35,22.67,23.55,25.26,0.3992,33.79,8.26,0.87,0.102,8,0
325441,J092137.78+015138.6,140.40745,1.86073,19.485,19.46,0.02561,0.02663,-99.9,1.02,21.49,22.48,24.14,0.0767,10.63,8.3,0.82,0.131,8,0
325467,J092203.96+015919.1,140.51652,1.98865,16.067,16.028,0.08522,0.08639,-22.06,3.7,20.41,21.91,23.47,0.2827,82.67,10.98,1.3,0.117,8,0
325533,J092342.79+020012.1,140.92832,2.00336,16.263,16.245,0.05266,0.0538,-20.68,5.84,21.49,22.25,24.02,0.4833,169.13,10.1,0.79,0.146,8,0
325536,J092356.14+015003.9,140.98396,1.83442,16.117,16.117,0.05072,0.05186,-20.76,6.66,20.67,21.59,23.28,0.7796,162.35001,10.34,1.05,0.158,8,0
345646,J084138.30+015805.1,130.4096,1.96809,18.339,16.905,0.0137,0.01422,-17.04,12.56,24.47,25.44,27.11,0.0753,52.34,8.44,0.47,0.256,8,0
345682,J084242.49+015707.0,130.67707,1.95196,16.417,16.416,0.02546,0.02631,-18.89,4.19,20.91,21.86,23.54,0.5392,23.98,9.27,0.62,0.234,8,0
345754,J084428.45+020350.2,131.11856,2.06396,14.839,14.766,0.02555,0.02642,-20.56,5.73,20.21,21.18,22.86,0.4525,107.21,10.25,1.01,0.324,8,0
345767,J084424.75+020324.7,131.10315,2.05687,15.681,15.604,0.07782,0.07887,-22.24,5.11,20.97,22.37,23.94,0.2172,171.86,11.04,1.26,0.323,8,0
345820,J084458.94+020305.9,131.2456,2.05165,16.167,16.153,0.05091,0.05193,-20.7,1.94,19.41,20.54,22.17,0.2758,93.58,10.26,1,0.316,8,0
345848,J084512.04+020228.3,131.30017,2.04119,16.053,15.989,0.07532,0.07637,-21.8,3.34,20.6,21.93,23.51,0.0766,33.37,10.94,1.36,0.292,8,0
346046,J084829.01+020433.6,132.12091,2.07602,16.426,16.39,0.04292,0.04395,-20.14,2.63,19.9,21.31,22.88,0.3826,87.67,10.23,1.22,0.118,8,0
346257,J085210.11+015858.9,133.04215,1.98304,17.903,17.905,0.02855,0.02956,-17.63,1.92,20.61,21.58,23.26,0.4975,96.73,8.63,0.46,0.126,8,0
346718,J085928.70+020341.6,134.86958,2.06157,17.263,17.24,0.05717,0.05824,-19.84,1.4,19.91,20.75,22.48,0.192,127.88,9.46,0.4,0.16,3,0
346793,J090011.46+020440.1,135.04776,2.07782,16.001,16.011,0.05629,0.05737,-21.07,6.63,21.23,21.97,23.76,0.5792,158.00999,10.3,0.85,0.158,8,0
346839,J090055.36+021341.5,135.23069,2.22819,16.496,16.481,0.05856,0.05964,-20.7,2.2,19.25,20.5,22.1,0.5948,89.61,10.39,1.18,0.169,8,0
346890,J090133.92+020515.5,135.39137,2.08765,16.396,16.405,0.05831,0.05939,-20.77,2.65,19.69,21.13,22.7,0.5139,55.11,10.4,1.17,0.206,8,0
346892,J090135.59+021005.7,135.39832,2.16826,16.11,16.128,0.05848,0.05956,-21.03,3.6,20.78,21.84,23.48,0.1678,122.05,10.28,0.85,0.204,8,0
346894,J090147.33+020232.3,135.44724,2.04233,16.569,16.554,0.05732,0.0584,-20.63,1.33,18.26,19.52,21.12,0.6093,32.79,10.47,1.31,0.21,8,0
347432,J091050.78+021805.3,137.71158,2.30149,14.842,14.728,0.0548,0.0559,-22.33,5.45,19.57,20.95,22.52,0.5464,55.55,11.12,1.26,0.151,8,0
347470,J091127.53+021413.9,137.86474,2.23721,16.278,16.224,0.05559,0.0567,-20.86,3.21,19.57,20.53,22.21,0.7244,125.05,10.36,1.04,0.116,8,0
347522,J091239.27+021302.4,138.16366,2.21735,16.625,16.524,0.05596,0.05707,-20.59,10.92,21.56,22.21,24.07,0.8694,33.09,10.29,1.09,0.106,8,0
347570,J091244.78+021916.6,138.18659,2.3213,18.013,16.829,0.05073,0.05184,-20.11,2.23,20.59,21.56,23.24,0.6489,45.24,10.45,1.35,0.106,8,0
348115,J092108.64+022002.1,140.286,2.33393,15.761,15.751,0.08905,0.09022,-22.44,6.49,21.18,22.66,24.23,0.3141,163.94,11.12,1.3,0.132,8,0
348116,J092110.42+021204.4,140.29345,2.20123,15.957,15.975,0.05041,0.05154,-20.9,7.21,20.51,21.31,23.07,0.8102,69.19,10.61,1.32,0.115,8,0
348118,J092121.08+021335.3,140.33784,2.22648,15.547,15.519,0.08875,0.08992,-22.66,8.24,21.36,22.7,24.28,0.4125,127.28,11.2,1.28,0.123,8,0
371633,J084840.21+010219.6,132.16756,1.03878,13.695,13.518,0.02881,0.02982,-22.1,11.76,20.44,21.79,23.37,0.4159,112.02,10.92,1.08,0.139,8,0
371714,J084953.53+005509.9,132.47305,0.91943,15.977,15.919,0.05821,0.05926,-21.29,6.46,20.95,21.95,23.61,0.6247,11.93,10.68,1.25,0.132,8,0
371750,J085027.12+010238.8,132.61301,1.04412,17.095,17.106,0.03482,0.03585,-18.89,3.34,20.64,21.23,23.16,0.6791,178.81,9.22,0.57,0.146,8,0
371789,J085112.86+010342.8,132.80362,1.0619,15.778,15.785,0.02669,0.02763,-19.66,3.45,20.01,20.83,22.57,0.3918,104.99,9.91,1.04,0.152,8,0
371882,J085253.17+010158.8,133.22156,1.03301,16.78,16.543,0.0515,0.05255,-20.36,7.76,22.23,24.23,25.75,0.3621,17.9,10.25,1.16,0.191,8,0
371889,J085311.58+005534.5,133.29829,0.92627,15.429,15.416,0.05898,0.06004,-21.82,4.85,19.53,20.64,22.27,0.7229,163.47,10.96,1.34,0.194,8,0
371959,J085416.68+005850.8,133.56953,0.9808,18.097,17.946,0.04158,0.04263,-18.47,4.06,22.29,23.06,24.83,0.6213,55.09,9.24,0.8,0.208,8,0
371976,J085443.22+010545.3,133.68008,1.09593,15.906,15.914,0.05796,0.05902,-21.25,3.23,19.83,21.23,22.81,0.4281,43.39,10.55,1.1,0.191,8,0
373173,J091904.16+011045.7,139.76735,1.17937,16.353,16.342,0.08916,0.09033,-21.87,3.85,20.77,22.03,23.62,0.3051,147.22,10.97,1.41,0.086,8,0
373202,J091942.13+011933.0,139.92558,1.32583,16.275,16.28,0.01654,0.01748,-18.1,6.68,21.49,21.98,24.05,0.5926,32.46,9.26,0.98,0.093,8,0
373248,J092012.55+010908.3,140.05233,1.15232,18.143,18.19,0.01699,0.01793,-16.27,3.5,22.9,23.79,25.5,0.0515,86.7,8.53,0.97,0.107,8,0
373284,J092123.80+011034.0,140.34917,1.17611,17.436,17.409,0.05855,0.05969,-19.78,1.84,19.45,20.6,22.22,0.7016,128.39999,10.04,1.18,0.12,8,0
375402,J083606.39+011823.0,129.02663,1.30639,16.747,16.972,0.01287,0.01335,-16.8,6.13,21.54,22.09,24.06,0.7242,92.43,8.43,0.6,0.198,8,0
375531,J083850.61+012418.0,129.71088,1.40502,15.873,15.454,0.02903,0.03001,-20.12,5.64,20.54,21.66,23.28,0.592,100.19,9.45,0.24,0.209,8,0
375564,J083934.61+011504.3,129.89422,1.25119,16.716,16.701,0.04922,0.05022,-20.1,1.69,19.1,20.39,21.98,0.521,173.8,10.19,1.22,0.19,8,0
376001,J084631.29+012900.1,131.63041,1.48336,16.313,16.319,0.05124,0.05227,-20.55,2.41,20.19,21.21,22.86,0.0721,15.18,10.25,1.06,0.153,8,0
376121,J084828.26+012350.1,132.11778,1.39726,14.58,14.579,0.05149,0.05253,-22.33,6.36,19.97,21.11,22.73,0.4167,80.04,11.02,1.14,0.137,8,0
376161,J084906.58+012045.2,132.27743,1.34589,19.071,19.008,0.02564,0.02653,-16.32,0.68,19.77,21.15,22.72,0.3731,22.44,8.2,0.59,0.149,8,0
376163,J084905.65+013012.9,132.27357,1.50361,18.242,18.243,0.04228,0.04331,-18.19,1.29,20.65,21.29,23.17,0.2113,166.38,9.09,0.76,0.137,8,0
376165,J084840.85+012958.4,132.17024,1.49956,18.425,17.994,0.02893,0.02994,-17.55,4.63,23.19,23.89,25.71,0.1194,86.09,8.7,0.6,0.132,8,0
376184,J084922.18+012404.6,132.34244,1.40128,17.582,17.55,0.03445,0.03547,-18.39,2.84,21.18,22.66,24.23,0.3955,141.75,9.07,0.65,0.146,8,0
376185,J084924.46+012306.0,132.35194,1.38501,17.286,17.275,0.03401,0.03503,-18.67,2.89,21.29,21.98,23.81,0.3045,146.45,9.07,0.5,0.148,8,0
376282,J085103.37+012200.8,132.76406,1.3669,16.868,16.713,0.03865,0.03968,-19.51,11.3,23.47,24.53,26.17,0.6965,152.27,9.39,0.46,0.137,8,0
376293,J085111.41+013006.1,132.79757,1.50169,16.181,16.226,0.05945,0.0605,-21.03,6.96,20.88,22.08,23.69,0.7605,114.51,10.65,1.32,0.15,3,0
376340,J085203.01+012525.7,133.01256,1.42383,16.018,16.022,0.05098,0.05203,-20.84,5.42,20.85,21.54,23.37,0.5629,103.43,10.2,0.85,0.131,8,0
376379,J085213.27+012958.6,133.05532,1.49962,17.241,17.239,0.03571,0.03674,-18.79,6.37,21.62,22.26,24.14,0.7847,109.77,9.16,0.55,0.133,8,0
376478,J085435.99+012605.9,133.64997,1.43499,15.621,14.718,0.05147,0.05253,-22.19,6.98,21.43,22.2,23.97,0.2987,168.87,11.16,1.15,0.155,8,0
376802,J090038.00+012811.8,135.15834,1.46997,14.998,14.928,0.05221,0.05329,-22.01,10.23,21.93,23.21,24.8,0.01,127.46,10.95,1.2,0.195,8,0
377962,J091858.14+013352.8,139.74228,1.56469,17.745,17.719,0.03732,0.03843,-18.43,2.03,21.12,21.95,23.69,0.1813,138.5,9.05,0.59,0.12,8,0
378060,J092133.48+013504.6,140.3895,1.58462,18.742,16.759,0.01654,0.01749,-17.61,8.42,23.29,24.38,26.02,0.3373,106.04,8.7,0.53,0.115,8,0
378104,J092228.07+014024.9,140.61697,1.67359,16.362,16.303,0.0851,0.08627,-21.79,2.69,19.71,21.22,22.78,0.4593,146.56,10.91,1.35,0.117,8,0
378142,J092345.52+014318.7,140.93968,1.72187,16.556,16.522,0.00553,0.00639,-15.68,8.78,22.83,23.73,25.43,0.6702,47,7.72,0.27,0.162,8,0
380578,J083659.32+014731.3,129.2472,1.79204,14.147,13.919,0.0131,0.01357,-19.94,14.48,21.6,22.95,24.53,0.0878,58.02,10.15,1.16,0.177,8,0
